customerID,Churn,churn_prob,churn_predicted,kmeans_cluster,kmeans_label,priority,action_type,recommendation
6371-NZYEG,No,0.09341710392345133,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7554-NEWDD,No,0.11959867086975887,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8992-VONJD,No,0.43101262759511516,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
0867-MKZVY,Yes,0.6909565091689479,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4482-EWFMI,No,0.8655433453821456,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4648-YPBTM,No,0.06751033969731272,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2907-ILJBN,No,0.12917731747764072,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6345-FZOQH,No,0.006767165025606281,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
3376-BMGFE,Yes,0.7918925750669723,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5997-OPVFA,No,0.042212996177748874,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3445-HXXGF,Yes,0.3598721401439028,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
1159-WFSGR,No,0.26474552796987166,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
7654-YWJUF,No,0.19181525333867971,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1875-QIVME,Yes,0.8841706587583864,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6727-IOTLZ,No,0.14454643286419935,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0691-JVSYA,Yes,0.44151444708826015,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5918-VUKWP,No,0.06720623185003279,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1744-JHKYS,No,0.22355907911916825,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2656-FMOKZ,Yes,0.819367386033457,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2070-FNEXE,Yes,0.6440626324333695,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5947-SGKCL,No,0.7551573441414365,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3712-PKXZA,No,0.029250042577728428,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6317-YPKDH,Yes,0.6168200349884838,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6582-OIVSP,No,0.5841694603762682,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9367-WXLCH,Yes,0.8050819199365207,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5524-KHNJP,No,0.14469603678543608,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1918-ZBFQJ,Yes,0.7572015402717883,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1024-GUALD,Yes,0.831737725257889,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4827-USJHP,No,0.4593980058900649,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8167-GJLRN,No,0.6759233281391256,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0956-SYCWG,No,0.21689329717750871,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8017-UVSZU,No,0.2612869304660258,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
7100-FQPRV,No,0.13248464312816785,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2472-OVKUP,Yes,0.8392949830384345,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2984-RGEYA,No,0.004332404928864554,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9680-NIAUV,No,0.10707582486569286,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2146-EGVDT,No,0.007540621280416097,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2604-IJPDU,No,0.6402716818312393,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9178-JHUVJ,No,0.07103830822366825,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6168-YBYNP,No,0.6787788589412702,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7255-SSFBC,No,0.1515001987675092,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3645-DEYGF,No,0.34082508580624904,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
9323-HGFWY,No,0.4513334397976553,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8544-GOQSH,No,0.6005967683492643,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3363-DTIVD,No,0.17597468278273087,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7018-WBJNK,No,0.7427989939297637,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9142-KZXOP,No,0.42909713692500867,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
7674-YTAFD,No,0.2943726417213139,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
6348-SNFUS,No,0.016621845269171223,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1285-OKIPP,Yes,0.859892172285002,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7825-ECJRF,Yes,0.7268073446515045,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1347-KTTTA,No,0.2857456324959053,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
7841-TZDMQ,Yes,0.6726700202924587,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4195-NZGTA,No,0.7681116436795005,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7157-SMCFK,No,0.006911273505127818,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4709-LKHYG,No,0.08516054915390758,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2504-DSHIH,No,0.8407511403030167,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0699-NDKJM,No,0.2379169332262871,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9286-BHDQG,No,0.006238006880066393,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0230-WEQUW,No,0.026081619692684837,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2040-LDIWQ,No,0.04977686488197741,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6496-JDSSB,No,0.8103717016144205,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9408-SSNVZ,Yes,0.8579532673571086,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4443-EMBNA,No,0.008106115999008505,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6469-MRVET,No,0.35684082533830613,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
0742-MOABM,Yes,0.46147834414080624,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5961-VUSRV,No,0.21377363624114934,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6778-JFCMK,No,0.4418360299643892,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
6341-JVQGF,No,0.1573356230815053,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2232-DMLXU,Yes,0.6374556536333624,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4811-JBUVU,No,0.7095027566651737,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0945-TSONX,No,0.06769746265178994,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2651-ZCBXV,No,0.2046989166664644,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3316-UWXUY,No,0.3807138747456925,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8937-RDTHP,Yes,0.8023263776652481,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7083-MIOPC,No,0.005631543462845362,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1984-GPTEH,No,0.2687886625445789,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
1251-KRREG,Yes,0.683149933618518,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0621-JFHOL,No,0.2540789789395474,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
9903-LYSAB,No,0.8434099311030976,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
