customerID,Churn,Churn_label,tenure,MonthlyCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod
1557-EMYVT,No,0,43,115.05,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
2799-ARNLO,No,0,5,69.35,Month-to-month,Fiber optic,No,No,Electronic check
7563-BIUPC,Yes,1,5,80.6,Month-to-month,Fiber optic,No,No,Electronic check
5027-YOCXN,No,0,51,110.05,One year,Fiber optic,Yes,Yes,Credit card (automatic)
3973-SKMLN,No,0,71,19.9,Two year,No,No internet service,No internet service,Credit card (automatic)
2321-OMBXY,Yes,1,38,80.3,One year,DSL,Yes,Yes,Credit card (automatic)
2840-XANRC,Yes,1,24,93.15,Month-to-month,Fiber optic,No,No,Electronic check
6745-JEFZB,No,0,35,91.5,Month-to-month,Fiber optic,Yes,No,Credit card (automatic)
5020-ZSTTY,Yes,1,54,82.45,One year,DSL,Yes,Yes,Bank transfer (automatic)
9880-TDQAC,No,0,72,60.0,Two year,DSL,Yes,No,Electronic check
8705-WZCYL,No,0,1,44.8,Month-to-month,DSL,No,No,Electronic check
7102-JJVTX,No,0,9,48.6,One year,DSL,No,Yes,Mailed check
8626-PTQGE,No,0,69,60.05,Two year,DSL,Yes,Yes,Bank transfer (automatic)
4983-CLMLV,No,0,52,102.7,Month-to-month,Fiber optic,Yes,No,Credit card (automatic)
5701-YVSVF,No,0,11,82.9,Month-to-month,Fiber optic,Yes,No,Electronic check
5804-LEPIM,Yes,1,2,70.35,Month-to-month,Fiber optic,No,No,Electronic check
5697-GOMBF,No,0,28,35.9,Month-to-month,DSL,No,No,Electronic check
2739-CACDQ,No,0,17,82.65,Month-to-month,Fiber optic,No,No,Credit card (automatic)
9385-EHGDO,No,0,35,19.85,Two year,No,No internet service,No internet service,Mailed check
9498-FIMXL,No,0,8,19.2,One year,No,No internet service,No internet service,Mailed check
2379-GYFLQ,No,0,46,94.9,One year,Fiber optic,No,No,Credit card (automatic)
0122-OAHPZ,Yes,1,7,73.85,Month-to-month,Fiber optic,No,No,Electronic check
2868-SNELZ,Yes,1,2,80.6,Month-to-month,Fiber optic,No,No,Mailed check
4322-RCYMT,Yes,1,68,75.8,One year,DSL,Yes,No,Bank transfer (automatic)
6680-NENYN,Yes,1,43,104.6,Two year,Fiber optic,No,No,Electronic check
2088-IEBAU,No,0,68,88.15,Two year,DSL,Yes,Yes,Electronic check
7982-VCELR,No,0,36,94.8,Month-to-month,Fiber optic,No,No,Credit card (automatic)
1343-EHPYB,Yes,1,63,103.4,Month-to-month,Fiber optic,No,No,Electronic check
6035-BXTTY,No,0,32,54.65,Month-to-month,DSL,Yes,No,Bank transfer (automatic)
6885-PKOAM,No,0,71,85.75,Two year,DSL,Yes,Yes,Credit card (automatic)
7520-HQWJU,No,0,66,67.45,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
9639-BUJXT,No,0,63,20.5,One year,No,No internet service,No internet service,Mailed check
5924-SNGKP,No,0,41,20.25,One year,No,No internet service,No internet service,Credit card (automatic)
0021-IKXGC,No,0,1,72.1,Month-to-month,Fiber optic,No,No,Electronic check
2034-GDRCN,Yes,1,2,90.4,Month-to-month,Fiber optic,No,No,Electronic check
8966-SNIZF,No,0,70,19.45,Two year,No,No internet service,No internet service,Bank transfer (automatic)
6243-OZGFH,No,0,23,44.95,Month-to-month,DSL,No,No,Electronic check
4654-DLAMQ,No,0,64,97.0,One year,Fiber optic,No,Yes,Bank transfer (automatic)
0513-RBGPE,No,0,37,62.8,Two year,DSL,Yes,Yes,Credit card (automatic)
5160-UXJED,No,0,17,44.6,One year,DSL,No,No,Mailed check
4115-NZRKS,No,0,7,89.15,Month-to-month,Fiber optic,No,No,Electronic check
0219-YTZUE,Yes,1,4,84.8,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
0623-IIHUG,Yes,1,21,41.9,Month-to-month,DSL,No,Yes,Electronic check
4572-DVCGN,Yes,1,10,80.25,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
3351-NGXYI,No,0,16,54.1,Month-to-month,DSL,No,Yes,Electronic check
8984-EYLLL,No,0,64,105.25,Two year,Fiber optic,Yes,No,Electronic check
9057-MSWCO,Yes,1,27,30.75,Month-to-month,DSL,No,Yes,Credit card (automatic)
9833-TGFHX,No,0,42,97.1,One year,Fiber optic,No,Yes,Electronic check
9294-TDIPC,No,0,5,20.2,Month-to-month,No,No internet service,No internet service,Mailed check
5229-DTFYB,No,0,41,98.8,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
0104-PPXDV,No,0,58,50.3,One year,DSL,No,No,Credit card (automatic)
5176-LMJXE,No,0,47,20.55,Two year,No,No internet service,No internet service,Mailed check
3583-KRKMD,No,0,18,75.9,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
1010-DIAUQ,Yes,1,5,96.5,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
9069-LGEUL,No,0,23,59.95,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
7302-ZHMHP,No,0,1,19.15,Month-to-month,No,No internet service,No internet service,Mailed check
9571-EDEBV,No,0,71,98.65,One year,Fiber optic,No,No,Credit card (automatic)
3520-FJGCV,No,0,72,112.6,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
6563-VRERX,No,0,33,20.6,One year,No,No internet service,No internet service,Mailed check
0259-GBZSH,Yes,1,2,85.65,Month-to-month,Fiber optic,No,No,Electronic check
6122-EFVKN,No,0,24,35.75,Two year,DSL,Yes,Yes,Mailed check
2805-EDJPQ,No,0,56,99.75,One year,Fiber optic,Yes,No,Credit card (automatic)
6862-CQUMB,No,0,37,96.1,Month-to-month,Fiber optic,No,No,Credit card (automatic)
7156-MXBJE,No,0,43,85.1,One year,DSL,Yes,No,Credit card (automatic)
6158-HDPXZ,No,0,1,25.35,Month-to-month,DSL,No,No,Mailed check
9601-BRXPO,Yes,1,25,104.95,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
2863-IMQDR,No,0,61,89.65,Two year,DSL,Yes,Yes,Electronic check
5686-CMAWK,No,0,17,86.75,One year,Fiber optic,Yes,No,Electronic check
5651-CRHKQ,No,0,41,86.2,One year,Fiber optic,Yes,No,Bank transfer (automatic)
6905-NIQIN,Yes,1,1,50.65,Month-to-month,DSL,No,No,Mailed check
8204-YJCLA,No,0,72,64.8,Two year,DSL,Yes,Yes,Bank transfer (automatic)
5167-ZFFMM,Yes,1,1,90.85,Month-to-month,Fiber optic,No,No,Credit card (automatic)
6583-SZVGP,No,0,48,108.1,Two year,Fiber optic,No,No,Bank transfer (automatic)
4895-TMWIR,Yes,1,11,19.95,Month-to-month,No,No internet service,No internet service,Mailed check
0533-BNWKF,Yes,1,55,85.45,Month-to-month,Fiber optic,No,No,Electronic check
1708-PBBOA,No,0,42,54.75,One year,DSL,Yes,Yes,Electronic check
8782-LKFPK,No,0,44,90.4,Month-to-month,Fiber optic,No,No,Mailed check
5522-JBWMO,No,0,1,44.0,Month-to-month,DSL,No,No,Electronic check
3597-MVHJT,No,0,27,95.6,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
9774-NRNAU,No,0,27,84.8,Month-to-month,DSL,Yes,No,Bank transfer (automatic)
0224-RLWWD,No,0,2,44.3,Month-to-month,DSL,No,No,Electronic check
9967-ATRFS,No,0,19,19.9,Month-to-month,No,No internet service,No internet service,Mailed check
3951-NJCVI,No,0,42,95.05,Month-to-month,Fiber optic,No,No,Electronic check
2977-CEBSX,No,0,66,90.05,Two year,DSL,Yes,Yes,Credit card (automatic)
0177-PXBAT,No,0,33,109.9,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
6599-CEBNN,Yes,1,34,73.95,Month-to-month,Fiber optic,No,No,Credit card (automatic)
2519-ERQOJ,No,0,33,54.6,Month-to-month,DSL,Yes,No,Electronic check
5876-QMYLD,No,0,23,20.05,One year,No,No internet service,No internet service,Mailed check
2277-AXSDC,No,0,32,19.75,One year,No,No internet service,No internet service,Bank transfer (automatic)
9442-JTWDL,No,0,11,20.05,One year,No,No internet service,No internet service,Credit card (automatic)
0979-PHULV,Yes,1,69,99.45,Month-to-month,Fiber optic,No,No,Credit card (automatic)
3067-SVMTC,No,0,68,55.9,One year,DSL,Yes,Yes,Bank transfer (automatic)
5495-GPSRW,No,0,20,19.7,Two year,No,No internet service,No internet service,Mailed check
7606-BPHHN,No,0,72,19.8,Two year,No,No internet service,No internet service,Credit card (automatic)
4742-DRORA,No,0,60,95.4,One year,Fiber optic,No,Yes,Bank transfer (automatic)
0111-KLBQG,No,0,32,93.95,Month-to-month,Fiber optic,No,No,Mailed check
4800-VHZKI,Yes,1,1,19.9,Month-to-month,No,No internet service,No internet service,Mailed check
7989-CHGTL,Yes,1,1,19.6,Month-to-month,No,No internet service,No internet service,Mailed check
0334-GDDSO,Yes,1,3,81.35,Month-to-month,Fiber optic,No,No,Electronic check
4163-NCJAK,No,0,46,24.45,One year,No,No internet service,No internet service,Bank transfer (automatic)
5233-AOZUF,No,0,29,74.95,Month-to-month,Fiber optic,No,No,Electronic check
5973-EJGDP,No,0,51,87.35,Month-to-month,Fiber optic,Yes,No,Electronic check
1996-DBMUS,No,0,48,70.65,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
7916-VCCPB,No,0,16,73.25,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
4686-GEFRM,No,0,70,98.7,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
5249-QYHEX,No,0,40,24.8,Two year,No,No internet service,No internet service,Mailed check
0578-SKVMF,Yes,1,22,83.3,Month-to-month,Fiber optic,No,No,Electronic check
5564-NEMQO,Yes,1,1,75.3,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2233-FAGXV,No,0,5,24.3,Month-to-month,No,No internet service,No internet service,Mailed check
5605-IYGFG,No,0,7,69.85,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
7663-ZTEGJ,No,0,29,100.55,One year,Fiber optic,Yes,No,Credit card (automatic)
3935-TBRZZ,No,0,44,25.7,One year,No,No internet service,No internet service,Mailed check
8111-BKVDS,No,0,10,40.7,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
2055-SIFSS,No,0,55,51.65,Month-to-month,DSL,No,No,Bank transfer (automatic)
2806-MLNTI,No,0,52,105.1,One year,Fiber optic,No,No,Bank transfer (automatic)
8734-DKSTZ,No,0,10,85.95,Month-to-month,Fiber optic,No,No,Electronic check
4360-PNRQB,No,0,18,75.6,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
6152-ONASV,No,0,68,58.25,One year,DSL,Yes,Yes,Bank transfer (automatic)
9063-ZGTUY,Yes,1,61,19.4,Month-to-month,No,No internet service,No internet service,Mailed check
7781-HVGMK,No,0,72,65.2,Two year,DSL,Yes,Yes,Credit card (automatic)
2181-UAESM,No,0,2,53.45,Month-to-month,DSL,No,Yes,Electronic check
2957-LOLHO,Yes,1,12,45.4,Month-to-month,DSL,No,No,Bank transfer (automatic)
6048-NJXHX,No,0,41,19.75,Two year,No,No internet service,No internet service,Electronic check
2320-SLKMB,No,0,26,44.45,Month-to-month,DSL,Yes,No,Credit card (automatic)
4980-URKXC,No,0,36,20.85,One year,No,No internet service,No internet service,Bank transfer (automatic)
4376-KFVRS,No,0,72,114.05,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
5886-VLQVU,No,0,35,89.85,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
3577-AMVUX,No,0,1,55.05,Month-to-month,DSL,Yes,No,Mailed check
0771-WLCLA,No,0,16,112.95,Month-to-month,Fiber optic,Yes,Yes,Electronic check
5628-RKIFK,No,0,49,101.55,Month-to-month,Fiber optic,No,Yes,Credit card (automatic)
0206-TBWLC,No,0,54,114.65,One year,Fiber optic,Yes,Yes,Mailed check
2937-FTHUR,No,0,18,64.8,Month-to-month,DSL,No,Yes,Electronic check
1910-FMXJM,No,0,36,80.4,Month-to-month,Fiber optic,No,No,Electronic check
7752-XUSCI,Yes,1,60,105.9,Month-to-month,Fiber optic,No,No,Electronic check
4110-PFEUZ,Yes,1,1,69.55,Month-to-month,Fiber optic,No,No,Mailed check
0732-OCQOC,No,0,52,25.05,Two year,No,No internet service,No internet service,Bank transfer (automatic)
5168-MSWXT,No,0,8,94.75,Month-to-month,Fiber optic,No,No,Electronic check
1090-ESELR,No,0,72,105.5,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
8592-PLTMQ,No,0,64,24.7,One year,No,No internet service,No internet service,Mailed check
5760-WRAHC,No,0,22,69.75,Month-to-month,DSL,Yes,Yes,Mailed check
8847-GEOOQ,No,0,60,60.2,Month-to-month,DSL,Yes,No,Bank transfer (automatic)
0256-LTHVJ,Yes,1,28,81.05,Month-to-month,Fiber optic,No,No,Electronic check
4785-FCIFB,No,0,61,24.4,Two year,No,No internet service,No internet service,Mailed check
8313-NDOIA,No,0,24,104.15,Month-to-month,Fiber optic,No,No,Electronic check
5149-CUZUJ,No,0,28,92.9,One year,Fiber optic,Yes,No,Bank transfer (automatic)
0942-KOWSM,No,0,30,80.8,Two year,DSL,Yes,No,Bank transfer (automatic)
4237-CLSMM,No,0,2,20.0,Month-to-month,No,No internet service,No internet service,Mailed check
1452-VOQCH,No,0,1,75.1,Month-to-month,Fiber optic,No,No,Electronic check
4719-UMSIY,No,0,6,19.65,Month-to-month,No,No internet service,No internet service,Mailed check
6614-VBEGU,No,0,24,69.45,Month-to-month,DSL,No,No,Bank transfer (automatic)
0880-TKATG,Yes,1,4,101.15,Month-to-month,Fiber optic,No,No,Electronic check
3811-VBYBZ,Yes,1,7,99.8,Month-to-month,Fiber optic,No,No,Electronic check
1480-BKXGA,No,0,72,116.05,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
2996-XAUVF,No,0,70,40.05,Two year,DSL,Yes,No,Mailed check
9076-AXYIK,No,0,64,102.1,Two year,Fiber optic,Yes,No,Electronic check
5968-XQIVE,No,0,72,89.7,One year,Fiber optic,No,No,Electronic check
8896-RAZCR,No,0,44,19.9,Two year,No,No internet service,No internet service,Mailed check
4640-UHDOS,Yes,1,13,55.95,Month-to-month,DSL,No,No,Electronic check
4933-IKULF,No,0,17,20.65,One year,No,No internet service,No internet service,Mailed check
3583-EKAPL,Yes,1,1,55.0,Month-to-month,DSL,No,No,Electronic check
1304-BCCFO,No,0,9,70.05,Month-to-month,DSL,No,No,Mailed check
4104-PVRPS,No,0,24,53.6,Month-to-month,DSL,Yes,Yes,Mailed check
9399-APLBT,Yes,1,1,74.7,Month-to-month,Fiber optic,No,No,Electronic check
2359-KMGLI,Yes,1,24,80.25,Month-to-month,Fiber optic,No,No,Electronic check
3780-DDGSE,No,0,35,76.05,Month-to-month,DSL,Yes,No,Electronic check
4431-EDMIQ,No,0,7,75.7,Month-to-month,DSL,Yes,Yes,Electronic check
0306-JAELE,Yes,1,5,96.1,Month-to-month,Fiber optic,Yes,No,Electronic check
6227-HWPWX,Yes,1,15,69.0,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
0486-LGCCH,No,0,11,19.65,Two year,No,No internet service,No internet service,Mailed check
0447-BEMNG,Yes,1,48,45.3,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
4612-SSVHJ,No,0,20,81.45,Month-to-month,Fiber optic,No,No,Electronic check
5168-MQQCA,No,0,72,108.5,One year,Fiber optic,Yes,No,Bank transfer (automatic)
5949-XIKAE,Yes,1,8,83.55,Month-to-month,Fiber optic,No,No,Electronic check
7971-HLVXI,No,0,72,84.5,Two year,Fiber optic,No,No,Credit card (automatic)
9094-AZPHK,No,0,15,100.15,Month-to-month,Fiber optic,No,No,Electronic check
3649-JPUGY,No,0,72,88.6,Two year,DSL,Yes,No,Bank transfer (automatic)
4472-LVYGI,No,0,0,52.55,Two year,DSL,Yes,Yes,Bank transfer (automatic)
8372-JUXUI,Yes,1,1,74.35,Month-to-month,Fiber optic,No,No,Electronic check
3552-CTCYF,No,0,63,104.8,Two year,Fiber optic,No,No,Bank transfer (automatic)
6778-YSNIH,No,0,2,59.0,Month-to-month,DSL,No,No,Electronic check
0388-EOPEX,Yes,1,2,74.4,Month-to-month,Fiber optic,No,Yes,Electronic check
5756-OZRIO,No,0,61,64.05,One year,DSL,No,No,Bank transfer (automatic)
6579-JPICP,No,0,1,20.4,Month-to-month,No,No internet service,No internet service,Mailed check
8205-OTCHB,Yes,1,22,43.75,One year,DSL,No,No,Bank transfer (automatic)
4134-BSXLX,No,0,28,60.9,Month-to-month,DSL,Yes,Yes,Mailed check
0505-SPOOW,No,0,70,19.8,Two year,No,No internet service,No internet service,Bank transfer (automatic)
6235-VDHOM,Yes,1,5,28.45,Month-to-month,DSL,No,No,Electronic check
7783-YKGDV,Yes,1,12,99.7,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic)
4374-YMUSQ,No,0,34,116.25,One year,Fiber optic,Yes,Yes,Credit card (automatic)
4513-CXYIX,No,0,71,80.7,Two year,Fiber optic,No,Yes,Credit card (automatic)
3957-HHLMR,No,0,70,65.2,One year,DSL,No,Yes,Bank transfer (automatic)
7803-XOCCZ,No,0,52,84.05,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
5736-YEJAX,No,0,69,79.45,Two year,DSL,Yes,Yes,Credit card (automatic)
5609-CEBID,Yes,1,20,94.1,Month-to-month,Fiber optic,No,No,Electronic check
8981-FJGLA,No,0,11,78.0,Month-to-month,Fiber optic,No,No,Mailed check
7218-HKQFK,Yes,1,2,94.2,Month-to-month,Fiber optic,Yes,No,Electronic check
4636-QRJKY,Yes,1,6,80.5,Month-to-month,Fiber optic,Yes,No,Electronic check
1135-LMECX,No,0,1,19.85,Month-to-month,No,No internet service,No internet service,Mailed check
4332-MUOEZ,No,0,20,94.3,One year,Fiber optic,Yes,Yes,Credit card (automatic)
8535-SFUTN,No,0,61,106.45,Month-to-month,Fiber optic,No,Yes,Electronic check
5956-VKDTT,Yes,1,5,74.35,Month-to-month,Fiber optic,No,No,Electronic check
8677-HDZEE,No,0,56,105.45,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
2475-MROZF,No,0,30,95.0,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic)
9412-GHEEC,Yes,1,40,104.8,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
3482-ABPKK,No,0,28,54.3,One year,DSL,Yes,Yes,Mailed check
6705-LXORM,No,0,5,70.05,Month-to-month,Fiber optic,No,No,Electronic check
0257-ZESQC,Yes,1,27,75.2,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic)
7531-GQHME,No,0,12,20.05,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
5174-ITUMV,No,0,67,105.4,One year,Fiber optic,No,No,Electronic check
4109-CYRBD,No,0,29,51.6,Month-to-month,DSL,No,No,Electronic check
0913-XWSCN,No,0,55,85.5,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
6825-UYPFK,Yes,1,23,75.6,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8397-MVTAZ,Yes,1,34,100.05,Month-to-month,Fiber optic,No,No,Electronic check
0750-EBAIU,No,0,52,91.25,One year,Fiber optic,No,Yes,Electronic check
8606-CIQUL,No,0,72,115.75,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
3571-DPYUH,No,0,58,94.7,One year,Fiber optic,Yes,No,Credit card (automatic)
7601-GNDYK,No,0,35,19.6,Two year,No,No internet service,No internet service,Mailed check
0356-OBMAC,No,0,56,99.9,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
8067-NIOYM,No,0,24,21.1,Two year,No,No internet service,No internet service,Credit card (automatic)
1403-GYAFU,No,0,70,20.05,Two year,No,No internet service,No internet service,Credit card (automatic)
4234-XTNEA,No,0,2,79.95,Month-to-month,Fiber optic,No,No,Electronic check
1297-VQDRP,No,0,68,107.15,One year,Fiber optic,Yes,No,Credit card (automatic)
9282-IZGQK,Yes,1,1,85.0,Month-to-month,Fiber optic,No,No,Electronic check
5348-CAGXB,No,0,12,89.55,Month-to-month,Fiber optic,No,No,Electronic check
0621-HJWXJ,No,0,63,81.55,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
5844-QVTAT,No,0,33,58.45,One year,DSL,No,Yes,Mailed check
8905-IAZPF,No,0,69,95.65,One year,Fiber optic,No,No,Credit card (automatic)
5394-MEITZ,No,0,60,80.6,Two year,DSL,Yes,No,Bank transfer (automatic)
6859-QNXIQ,No,0,72,113.1,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
2782-LFZVW,No,0,11,58.95,Month-to-month,DSL,No,No,Mailed check
2866-IKBTM,No,0,1,19.55,Month-to-month,No,No internet service,No internet service,Mailed check
1342-JPNKI,Yes,1,10,86.05,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2817-NTQDO,Yes,1,13,45.55,Month-to-month,DSL,Yes,Yes,Credit card (automatic)
7129-AZJDE,No,0,34,78.95,One year,Fiber optic,No,No,Bank transfer (automatic)
6986-IJDHX,Yes,1,39,86.3,Month-to-month,Fiber optic,No,No,Mailed check
2560-PPCHE,No,0,65,105.05,One year,Fiber optic,Yes,No,Bank transfer (automatic)
4676-MQUEA,No,0,50,101.9,One year,Fiber optic,No,Yes,Bank transfer (automatic)
8138-EALND,No,0,15,19.75,Month-to-month,No,No internet service,No internet service,Mailed check
3580-HYCSP,No,0,72,110.3,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
1352-HNSAW,No,0,72,115.6,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
2075-PUEPR,No,0,55,19.35,Two year,No,No internet service,No internet service,Bank transfer (automatic)
1982-FEBTD,No,0,23,25.6,Two year,No,No internet service,No internet service,Credit card (automatic)
5301-GAUUY,Yes,1,32,80.35,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
5791-KAJFD,No,0,56,68.75,One year,DSL,No,Yes,Bank transfer (automatic)
2654-VBVPB,No,0,1,19.9,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
1154-HYWWO,No,0,38,70.6,One year,DSL,Yes,Yes,Mailed check
2501-XWWTZ,No,0,11,70.2,Month-to-month,Fiber optic,No,No,Electronic check
3716-UVSPD,No,0,1,49.3,Month-to-month,DSL,Yes,No,Electronic check
6815-ABQFQ,No,0,56,107.25,One year,Fiber optic,Yes,No,Electronic check
7343-EOBEU,No,0,3,23.6,Month-to-month,No,No internet service,No internet service,Mailed check
3701-SFMUH,No,0,7,69.7,Month-to-month,DSL,No,Yes,Credit card (automatic)
6103-LIANB,No,0,59,99.5,Two year,Fiber optic,No,No,Credit card (automatic)
7319-VENRZ,No,0,7,64.3,Month-to-month,DSL,Yes,No,Bank transfer (automatic)
5846-NEQVZ,No,0,71,70.85,Two year,DSL,Yes,Yes,Credit card (automatic)
6967-QIQRV,No,0,15,101.9,One year,Fiber optic,Yes,Yes,Electronic check
5781-RFZRP,No,0,71,73.5,Two year,DSL,Yes,Yes,Credit card (automatic)
0939-YAPAF,Yes,1,35,100.25,Month-to-month,Fiber optic,No,No,Electronic check
0308-IVGOK,No,0,11,40.4,One year,DSL,Yes,No,Credit card (automatic)
7293-LSCDV,No,0,60,19.25,Two year,No,No internet service,No internet service,Credit card (automatic)
7025-WCBNE,No,0,47,59.6,Two year,DSL,Yes,No,Bank transfer (automatic)
5756-JYOJT,No,0,11,64.9,One year,DSL,Yes,No,Credit card (automatic)
4710-FDUIZ,Yes,1,56,100.3,One year,Fiber optic,No,No,Credit card (automatic)
6030-REHUX,No,0,28,110.85,Month-to-month,Fiber optic,Yes,No,Electronic check
9548-LIGTA,No,0,61,81.05,Two year,DSL,Yes,Yes,Mailed check
5150-LJNSR,No,0,31,98.05,One year,Fiber optic,No,Yes,Bank transfer (automatic)
8270-RKSAP,No,0,9,70.5,Month-to-month,Fiber optic,No,No,Electronic check
6522-YRBXD,No,0,35,94.55,Month-to-month,Fiber optic,No,Yes,Electronic check
2640-LYMOV,No,0,2,19.65,Month-to-month,No,No internet service,No internet service,Mailed check
1218-VKFPE,Yes,1,12,19.0,Month-to-month,No,No internet service,No internet service,Mailed check
